power_x,power_y,power_z,power_total_xyz
0.0155640449379478,0.0622918682537182,0.041359583587903,0.0763749402614089
0.0135963089314905,0.0551997039533319,0.0367033643639059,0.0676683374165913
0.0142792953353842,0.0556364537985801,0.0387862031279023,0.0693086056679512
0.0123954700917366,0.0517408136904726,0.0332018062576997,0.0627145869708249
0.0132176996922911,0.0570178616537806,0.0367824604303368,0.0691280950701996
0.0135748706445894,0.0524736260739585,0.0376538270918562,0.0659967365937919
0.00881151135463086,0.0331378451170979,0.0198710074938829,0.0396310036484002
0.00893219243379704,0.0369862474568182,0.0247809490553605,0.0454077306049944
0.00861479412506581,0.0367438965149017,0.0263640866950342,0.0460368730060845
0.00801457559452696,0.0330012400009022,0.0246222444377035,0.0419472309539921
0.00908829112877762,0.0336179019370109,0.0250322098775501,0.0428878991982775
0.010712816382069,0.030440965136191,0.023296868020054,0.0398015182223309
0.0114434796134776,0.0490111107904211,0.0348009071573395,0.061189421843557
0.0128271532114211,0.0507220988686689,0.0372758300788725,0.0642398216157336
0.0109336142891171,0.0486791671532905,0.0333359681067882,0.0600040999080728
0.0130722267233606,0.0554961811605494,0.0380561874524848,0.0685491257298744
0.013203847290222,0.0560476686257555,0.0412350058473658,0.07082378448571
0.0148767359069803,0.0655968340779498,0.0416933240061175,0.0791365603180679
0.00752790438161204,0.032581533405469,0.0212020561262422,0.0395948588507487
0.0123050386804802,0.0506469054268618,0.0293067492625146,0.0597947201563942
0.0108675514617568,0.0377731126365672,0.0307674830516855,0.0499154257355828
0.0114781237417884,0.0455356415450028,0.0324186584302237,0.0570632227442712
0.00786724651178545,0.0364990949492442,0.0247866011609829,0.0448157683957866
0.00817583113370759,0.0350273693314912,0.0255933447843209,0.0441449896846825
0.00880907414793467,0.0318596202315229,0.025300407309957,0.0416262633284613
0.00800420152531514,0.0344491064711477,0.0270193965828045,0.0445068081355785
0.0128253282374146,0.0550819465818599,0.0471177095854763,0.073611061941977
0.0150399318804727,0.0632706921969582,0.0474907866421787,0.0805279756230369
0.0136575216702569,0.060590483526259,0.0344004656209538,0.0710008917342439
0.0142414192139558,0.0618205605272906,0.0337612259129433,0.0718638998404681
