msqi_original;corrected_msqi_Arm;corrected_msqi_Sternum;power_Arm;power_Sternum;Diff_Arm;Diff_Sternum
0,196629016420989;0,456021841918991;0,480973857951099;0,0146534232833826;0,0193019540333816;0,259392825498002;0,28434484153011
0,701776978439076;0,817967188102399;0,805094049019717;0,0026462744123993;0,00432284025293729;0,116190209663323;0,103317070580641
0,193061144143933;1,05474523625067;0,368252432897076;0,00261939155779316;0,00422408390639883;0,861684092106737;0,175191288753143
0,199760500513543;0,345345015108303;0,369017405344545;0,00274638311376411;0,00431573486391897;0,14558451459476;0,169256904831002
0,826208466237978;0,826593821925051;0,826656202896036;0,00269025221350392;0,00421964232008501;0,000385355687073097;0,000447736658058084
0,859488582960526;0,859641587763354;0,860365697869278;0,00267573619949074;0,00407781310099835;0,000153004802827983;0,000877114908751975
0,196492057058916;0,363955276498454;0,3852106155263;0,00393291938459062;0,00562860234894023;0,167463219439538;0,188718558467384
0,905056898804722;0,905067984527047;0,905069723736084;0,00268197569240648;0,00415267551573718;1,10857223249994e-05;1,28249313620099e-05
0,917905683821909;0,917910536236589;0,917906663980405;0,00264348252808099;0,00414262153153441;4,8524146800677e-06;9,8015849603339e-07
0,92234596160264;0,922345971287881;0,92234601730097;0,00265035920131987;0,00408056573816102;9,68524094258072e-09;5,56983299482283e-08
0,525959136150669;0,614233535074405;0,614317076964566;0,00264179463963536;0,00407022912566488;0,088274398923736;0,0883579408138969
0,883496236120082;0,883818037109609;0,883818313899303;0,00264885854750484;0,00394699991724465;0,000321800989527055;0,000322077779220997
0,92287994874143;0,92287994874143;0,92287994874143;0,00266063644482729;0,00398465074106944;0;0
0,773929486279196;0,776899057995498;0,776112311177766;0,0611574306283937;0,0242898299217083;0,00296957171630197;0,00218282489857002
0,19719472104095;0,524603989906931;0,52725923954834;0,0297794633261395;0,0305098785653512;0,327409268865981;0,33006451850739
0,185122942110916;0,51656742817814;0,521442366380476;0,0246737268110877;0,0257785336074792;0,331444486067224;0,33631942426956
0,750218674191067;0,753273984940816;0,753247510585258;0,022559135785227;0,0219777758304125;0,00305531074974896;0,00302883639419094
0,120280219386829;0,671814813712982;0,67255354523814;0,0339763981848638;0,0341131062183089;0,551534594326153;0,552273325851311
0,169379556118622;0,562800611371483;0,574183625211686;0,0307871892372443;0,0335375901043903;0,393421055252861;0,404804069093064
0,168153951314508;0,54332036979797;0,556755099464592;0,0260956977502545;0,0290007533633021;0,375166418483462;0,388601148150084
0,176650608317396;0,51446236059653;0,537720571906047;0,0223131042318454;0,0272464432563487;0,337811752279134;0,361069963588651
0,897151602869945;0,897198881912276;0,897202247870042;0,0221084475329382;0,0271745250961814;4,72790423310387e-05;5,06450000969938e-05
0,189182767466089;0,524149210597487;0,531405716077605;0,027468180048968;0,029292292828738;0,334966443131398;0,342222948611516
0,742319092318652;0,846166839879007;0,846248149360236;0,0322326756659546;0,0343195547977314;0,103847747560355;0,103929057041584
0,836074013447273;0,83664945523944;0,836675354456306;0,0183630328079971;0,0209557243193137;0,000575441792167064;0,000601341009033085
0,719049653410603;0,823923082939811;0,824293915027275;0,025941080934459;0,0323248891288095;0,104873429529208;0,105244261616672
0,779328744344674;0,781330388791239;0,781452664519685;0,0244235103234401;0,0291784250812194;0,00200164444656492;0,00212392017501095
0,898301894637362;0,898346112893861;0,898347864337086;0,0239395082083202;0,0268983339658082;4,4218256499029e-05;4,59696997240355e-05
0,144969746830785;0,591820156676117;0,621633362028924;0,0286436196971176;0,0347678171301935;0,446850409845332;0,476663615198139
0,836219597881067;0,836815769099862;0,836817430447671;0,0206481658430193;0,0208212677993798;0,000596171218794961;0,000597832566603951
0,175881593102587;0,557663900378601;0,571082389445325;0,0317519290363937;0,0352189296956051;0,381782307276014;0,395200796342738
0,513958580667273;0,551230492627732;0,553498798276554;0,0283583771848012;0,033857393821926;0,0372719119604591;0,0395402176092811
0,176649127562475;0,557188069259999;0,528436184328092;0,0318948883172248;0,0251978413456243;0,380538941697524;0,351787056765617
0,763449795074955;0,766115905178148;0,766186980306497;0,0270038998221099;0,0292216551024171;0,00266611010319295;0,00273718523154198
0,853569867565943;0,853975706276336;0,853977677144041;0,0280930147193416;0,0285042884353619;0,000405838710393014;0,000407809578098051
0,742828889712316;0,846199099258397;0,84643406396796;0,0221251930604282;0,0270828983166285;0,103370209546081;0,103605174255644
0,88606003189405;0,886155246182882;0,886160157712246;0,019788294709818;0,0230112504877062;9,52142888319685e-05;0,000100125818195962
0,70884773162847;0,814459100414714;0,814552709779195;0,0270463295968434;0,0284226034947433;0,105611368786244;0,105704978150725
0,761424181018646;0,764105031998124;0,764237855610865;0,0250279951330356;0,0289354104957663;0,00268085097947801;0,00281367459221904
0,85025098318449;0,850716241184531;0,850703996674662;0,0312550125298111;0,0288517083678833;0,000465258000041047;0,000453013490172016
0,700746153613176;0,80744598391444;0,807346270839657;0,0343299877995632;0,032819895110362;0,106699830301264;0,106600117226481
0,850225143929602;0,850649454216341;0,85066324201481;0,0236529322990239;0,02603444786883;0,000424310286738949;0,000438098085208005
0,81966654959457;0,820582825790947;0,820624954772583;0,0232535205435028;0,0266107401990541;0,000916276196377019;0,000958405178013044
0,890431644945539;0,890520122292585;0,890519225769058;0,0347353593071031;0,0336901227351392;8,84773470460898e-05;8,75808235190068e-05
0,735125826190723;0,839003633308979;0,839031252890346;0,0245545366863546;0,0250829496529845;0,103877807118256;0,103905426699623
0,749944294050588;0,853217734314333;0,853330043683665;0,0274177401180913;0,0303377184020718;0,103273440263745;0,103385749633077
0,919384262838254;0,919385168366283;0,919385208557567;0,0272619696471154;0,0310554846571522;9,05528029004898e-07;9,45719312972493e-07
0,787461124222068;0,789254143591647;0,789308578114981;0,0265955933019015;0,0290921330448047;0,00179301936957899;0,00184745389291296
