power_x,power_y,power_z,power_total_xyz
0.00441366060604999,0.0172950007546678,0.0097914993657912,0.0203585586641011
0.00103849419253819,0.00231208715058533,0.00342068258550071,0.00425738024265923
0.00100568189491134,0.00231829891549563,0.00334052388534693,0.00418867589626054
0.00101132709242992,0.00225756518306333,0.00331414039101409,0.00413556641525844
0.00102700636942541,0.00228523547093806,0.00332001073039977,0.00415926850424969
0.00114599919394133,0.00245741530467006,0.00448157911484971,0.00523801064286795
0.00104951331595753,0.00219973831104326,0.00329292903270552,0.00409679245897062
0.00105902865841433,0.00222971010765992,0.00351552640429932,0.00429558782506765
0.00102604889837664,0.00218911295732999,0.00328425441854895,0.00407815141547838
0.00107050054428091,0.00222327785095828,0.00321143443851137,0.00404996876169733
0.00101964326543356,0.00221870603074468,0.00324416838082495,0.00406041344234195
0.00105585668697605,0.00224961665190802,0.00319479042726334,0.00404750470019584
0.00106023144958719,0.00226766843754828,0.0032161781285807,0.00407556285979094
0.00107719541644351,0.00224077084584636,0.00333213144876198,0.00415746364273105
0.00103149127740869,0.00221789943460232,0.00317689516369901,0.00400945320941817
0.00101788244428442,0.00218461415353611,0.00300621259360224,0.00385304267146698
0.00110127106783862,0.00246661024970084,0.00337502864708766,0.0043229367861964
0.00109496460976177,0.00226136268532304,0.00312024825573453,0.00400607761639943
0.00104573925884777,0.0021728948316719,0.00298481570897639,0.00383720827732275
0.00100530319391119,0.00220253127690546,0.00306122710624719,0.00390293350359154
0.00107019059177727,0.00224255223785554,0.00318829337595315,0.00404222254377294
0.00102925932620864,0.00219502089030995,0.00301942667051796,0.00387226405196233
0.00103143385381937,0.00221766562534943,0.00302937739362111,0.00389345913213993
0.0010827024739445,0.00222202647807785,0.00313279668532906,0.00399049638365622
0.00101281040659377,0.00214973330605523,0.00296507496425571,0.00379984312183067
0.00104590606830208,0.0022184077580991,0.00307819457905364,0.00393580161484552
0.00105597184969568,0.00220472329401506,0.00305137650556982,0.00390983118935662
0.00103185670459596,0.00220304288703151,0.00306678470354204,0.00391449800597717
0.00114378959235801,0.0023883447397589,0.00347300245984054,0.00436740097925287
0.0013089790067398,0.00252534763310878,0.00381072171101726,0.00475525043157055
