Class,Type,mSQI_t-6,mSQI_t-5,mSQI_t-4,mSQI_t-3,mSQI_t-2,mSQI_t-1,mSQI_t0,mSQI_t1,mSQI_t2,mSQI_t3,mSQI_t4,mSQI_t5,PowerArm_t-6,PowerArm_t-5,PowerArm_t-4,PowerArm_t-3,PowerArm_t-2,PowerArm_t-1,PowerArm_t0,PowerArm_t1,PowerArm_t2,PowerArm_t3,PowerArm_t4,PowerArm_t5,PowerSternum_t-6,PowerSternum_t-5,PowerSternum_t-4,PowerSternum_t-3,PowerSternum_t-2,PowerSternum_t-1,PowerSternum_t0,PowerSternum_t1,PowerSternum_t2,PowerSternum_t3,PowerSternum_t4,PowerSternum_t5
0,1,0.196629016420989,0.701776978439076,0.193061144143933,0.199760500513543,0.826208466237978,0.859488582960526,0.196492057058916,0.905056898804722,0.917905683821909,0.92234596160264,0.525959136150669,0.883496236120082,0.0146534232833826,0.0026462744123993,0.00261939155779316,0.00274638311376411,0.00269025221350392,0.00267573619949074,0.00393291938459062,0.00268197569240648,0.00264348252808099,0.00265035920131987,0.00264179463963536,0.00264885854750484,0.0193019540333816,0.00432284025293729,0.00422408390639883,0.00431573486391897,0.00421964232008501,0.00407781310099835,0.00562860234894023,0.00415267551573718,0.00414262153153441,0.00408056573816102,0.00407022912566488,0.00394699991724465
0,1,0.701776978439076,0.193061144143933,0.199760500513543,0.826208466237978,0.859488582960526,0.196492057058916,0.905056898804722,0.917905683821909,0.92234596160264,0.525959136150669,0.883496236120082,0.92287994874143,0.0026462744123993,0.00261939155779316,0.00274638311376411,0.00269025221350392,0.00267573619949074,0.00393291938459062,0.00268197569240648,0.00264348252808099,0.00265035920131987,0.00264179463963536,0.00264885854750484,0.00266063644482729,0.00432284025293729,0.00422408390639883,0.00431573486391897,0.00421964232008501,0.00407781310099835,0.00562860234894023,0.00415267551573718,0.00414262153153441,0.00408056573816102,0.00407022912566488,0.00394699991724465,0.00398465074106944
0,1,0.193061144143933,0.199760500513543,0.826208466237978,0.859488582960526,0.196492057058916,0.905056898804722,0.917905683821909,0.92234596160264,0.525959136150669,0.883496236120082,0.92287994874143,0.773929486279196,0.00261939155779316,0.00274638311376411,0.00269025221350392,0.00267573619949074,0.00393291938459062,0.00268197569240648,0.00264348252808099,0.00265035920131987,0.00264179463963536,0.00264885854750484,0.00266063644482729,0.0611574306283937,0.00422408390639883,0.00431573486391897,0.00421964232008501,0.00407781310099835,0.00562860234894023,0.00415267551573718,0.00414262153153441,0.00408056573816102,0.00407022912566488,0.00394699991724465,0.00398465074106944,0.0242898299217083
0,1,0.199760500513543,0.826208466237978,0.859488582960526,0.196492057058916,0.905056898804722,0.917905683821909,0.92234596160264,0.525959136150669,0.883496236120082,0.92287994874143,0.773929486279196,0.19719472104095,0.00274638311376411,0.00269025221350392,0.00267573619949074,0.00393291938459062,0.00268197569240648,0.00264348252808099,0.00265035920131987,0.00264179463963536,0.00264885854750484,0.00266063644482729,0.0611574306283937,0.0297794633261395,0.00431573486391897,0.00421964232008501,0.00407781310099835,0.00562860234894023,0.00415267551573718,0.00414262153153441,0.00408056573816102,0.00407022912566488,0.00394699991724465,0.00398465074106944,0.0242898299217083,0.0305098785653512
0,1,0.826208466237978,0.859488582960526,0.196492057058916,0.905056898804722,0.917905683821909,0.92234596160264,0.525959136150669,0.883496236120082,0.92287994874143,0.773929486279196,0.19719472104095,0.185122942110916,0.00269025221350392,0.00267573619949074,0.00393291938459062,0.00268197569240648,0.00264348252808099,0.00265035920131987,0.00264179463963536,0.00264885854750484,0.00266063644482729,0.0611574306283937,0.0297794633261395,0.0246737268110877,0.00421964232008501,0.00407781310099835,0.00562860234894023,0.00415267551573718,0.00414262153153441,0.00408056573816102,0.00407022912566488,0.00394699991724465,0.00398465074106944,0.0242898299217083,0.0305098785653512,0.0257785336074792
0,1,0.859488582960526,0.196492057058916,0.905056898804722,0.917905683821909,0.92234596160264,0.525959136150669,0.883496236120082,0.92287994874143,0.773929486279196,0.19719472104095,0.185122942110916,0.750218674191067,0.00267573619949074,0.00393291938459062,0.00268197569240648,0.00264348252808099,0.00265035920131987,0.00264179463963536,0.00264885854750484,0.00266063644482729,0.0611574306283937,0.0297794633261395,0.0246737268110877,0.022559135785227,0.00407781310099835,0.00562860234894023,0.00415267551573718,0.00414262153153441,0.00408056573816102,0.00407022912566488,0.00394699991724465,0.00398465074106944,0.0242898299217083,0.0305098785653512,0.0257785336074792,0.0219777758304125
0,1,0.196492057058916,0.905056898804722,0.917905683821909,0.92234596160264,0.525959136150669,0.883496236120082,0.92287994874143,0.773929486279196,0.19719472104095,0.185122942110916,0.750218674191067,0.120280219386829,0.00393291938459062,0.00268197569240648,0.00264348252808099,0.00265035920131987,0.00264179463963536,0.00264885854750484,0.00266063644482729,0.0611574306283937,0.0297794633261395,0.0246737268110877,0.022559135785227,0.0339763981848638,0.00562860234894023,0.00415267551573718,0.00414262153153441,0.00408056573816102,0.00407022912566488,0.00394699991724465,0.00398465074106944,0.0242898299217083,0.0305098785653512,0.0257785336074792,0.0219777758304125,0.0341131062183089
0,1,0.905056898804722,0.917905683821909,0.92234596160264,0.525959136150669,0.883496236120082,0.92287994874143,0.773929486279196,0.19719472104095,0.185122942110916,0.750218674191067,0.120280219386829,0.169379556118622,0.00268197569240648,0.00264348252808099,0.00265035920131987,0.00264179463963536,0.00264885854750484,0.00266063644482729,0.0611574306283937,0.0297794633261395,0.0246737268110877,0.022559135785227,0.0339763981848638,0.0307871892372443,0.00415267551573718,0.00414262153153441,0.00408056573816102,0.00407022912566488,0.00394699991724465,0.00398465074106944,0.0242898299217083,0.0305098785653512,0.0257785336074792,0.0219777758304125,0.0341131062183089,0.0335375901043903
0,1,0.917905683821909,0.92234596160264,0.525959136150669,0.883496236120082,0.92287994874143,0.773929486279196,0.19719472104095,0.185122942110916,0.750218674191067,0.120280219386829,0.169379556118622,0.168153951314508,0.00264348252808099,0.00265035920131987,0.00264179463963536,0.00264885854750484,0.00266063644482729,0.0611574306283937,0.0297794633261395,0.0246737268110877,0.022559135785227,0.0339763981848638,0.0307871892372443,0.0260956977502545,0.00414262153153441,0.00408056573816102,0.00407022912566488,0.00394699991724465,0.00398465074106944,0.0242898299217083,0.0305098785653512,0.0257785336074792,0.0219777758304125,0.0341131062183089,0.0335375901043903,0.0290007533633021
0,1,0.92234596160264,0.525959136150669,0.883496236120082,0.92287994874143,0.773929486279196,0.19719472104095,0.185122942110916,0.750218674191067,0.120280219386829,0.169379556118622,0.168153951314508,0.176650608317396,0.00265035920131987,0.00264179463963536,0.00264885854750484,0.00266063644482729,0.0611574306283937,0.0297794633261395,0.0246737268110877,0.022559135785227,0.0339763981848638,0.0307871892372443,0.0260956977502545,0.0223131042318454,0.00408056573816102,0.00407022912566488,0.00394699991724465,0.00398465074106944,0.0242898299217083,0.0305098785653512,0.0257785336074792,0.0219777758304125,0.0341131062183089,0.0335375901043903,0.0290007533633021,0.0272464432563487
