msqi_original,corrected_msqi_Arm,corrected_msqi_Sternum,power_Arm,power_Sternum,Diff_Arm,Diff_Sternum
0.802901220550348,0.804125630489236,0.804264038345294,0.0138735811198852,0.0191302843917271,0.00122440993888806,0.00136281779494607
0.793523724587502,0.840723225600384,0.836570023838822,0.00273970350318228,0.0036834776667746,0.0471995010128821,0.04304629925132
0.793009227750713,0.835922987358252,0.836171089813017,0.00278581072127197,0.00365818365987587,0.042913759607539,0.043161862062304
0.793300226330682,0.840578111084068,0.840737671335343,0.00275041568772029,0.00351896562595438,0.047277884753386,0.0474374450046611
0.79321652020861,0.83608249206546,0.836326412983952,0.00277900310609651,0.00361185534446954,0.04286597185685,0.0431098927753421
0.793618909250951,0.798953659646189,0.794651025925729,0.00277566391603173,0.00364098021465272,0.00533475039523801,0.00103211667477798
0.793503204452656,0.836319848916476,0.836545848025133,0.00291914877592421,0.00359533280386977,0.0428166444638201,0.043042643572477
0.809927880583868,0.810497619262024,0.810550452363058,0.00278669817435549,0.00363606060729411,0.000569738678156018,0.000622571779190007
0.793552088630834,0.79450012494554,0.794580717345122,0.00280581973583408,0.00358394037751256,0.000948036314705969,0.00102862871428799
0.816068621465964,0.818651760734078,0.81865300796383,0.00276775058080155,0.00349636369468085,0.00258313926811393,0.00258438649786596
0.793659880094381,0.794602730265503,0.798991111435134,0.00278523137002849,0.00351893938285309,0.000942850171121945,0.00533123134075297
0.801110887002036,0.805393447990488,0.805395729743694,0.00274680521797987,0.00355082560149911,0.00428256098845192,0.00428484274165797
0.795332793976132,0.79632693488336,0.80041675098605,0.00376484815895532,0.00351132104865702,0.000994140907228047,0.00508395700991804
0.046014558658519,1,1,0.0403683134309725,0.0250515081092432,0.953985441341481,0.953985441341481
0.562976210141966,0.636603161725309,0.642642109265052,0.0324459955956983,0.0411024805418705,0.073626951583343,0.0796658991230861
0.441050672701021,0.658611269175207,0.670621794513587,0.0308896789051777,0.03629313136791,0.217560596474186,0.229571121812566
0.776915899984642,0.825467459248388,0.825740209158509,0.0348865180793459,0.038601456240432,0.048551559263746,0.0488243091738669
0.66910415930081,0.689784788270588,0.691821867784042,0.0283717565409512,0.0376087208450533,0.020680628969778,0.022717708483232
0.517538690386448,0.628936718839214,0.637928052933868,0.0302508536682516,0.0381829488335597,0.111398028452766,0.12038936254742
0.662692966331244,0.686420775135589,0.687967971628466,0.0331786508639912,0.0401014046997191,0.023727808804345,0.025275005297222
0.560177960562956,0.633263833775094,0.635363591281725,0.0291693469923659,0.0317563754685734,0.073085873212138,0.075185630718769
0.722375143376639,0.788005641529234,0.788563231501934,0.0305439500859176,0.0345528783308524,0.065630498152595,0.066188088125295
0.708670021948945,0.778344927002106,0.778637968936334,0.0229765678047161,0.0238526071360052,0.069674905053161,0.069967946987389
0.812174928069389,0.813347812602225,0.813378422317238,0.0307483953040646,0.0332191667720018,0.00117288453283604,0.00120349424784905
0.731966852208355,0.793963557823737,0.794246794533206,0.0276857655178022,0.0290476809143254,0.061996705615382,0.062279942324851
0.736545679703958,0.796232692914173,0.796737253769409,0.0196675469487984,0.0230282063957403,0.059687013210215,0.0601915740654509
0.792143891634631,0.836430594222611,0.836773805906705,0.0295030019739561,0.0378181284722879,0.0442867025879801,0.0446299142720741
0.704219113831634,0.776681794691701,0.777585700811041,0.0302573339572597,0.0358933215939267,0.0724626808600669,0.0733665869794069
0.816767627085405,0.817704234628258,0.817767555445767,0.0259396070847986,0.0315643680667319,0.000936607542853074,0.000999928360362001
0.873873419532053,0.873873419532053,0.873873419532053,0.0235906876704348,0.0294289858444297,0,0
0.803431205848679,0.804833316543705,0.804919022188665,0.0218989977665123,0.0261652751061104,0.00140211069502605,0.00148781633998596
0.739223210982813,0.798426870159832,0.799017989215604,0.0233325881736328,0.0283347332963119,0.0592036591770191,0.059794778232791
0.170994310443457,1,1,0.0271893897176711,0.0307054183722245,0.829005689556543,0.829005689556543
0.780887990793338,0.828131662954828,0.828426094946369,0.0284544465166393,0.032753285453961,0.0472436721614899,0.0475381041530309
0.663911664173216,0.686096859905106,0.687146460562743,0.0284582701415146,0.0326915352788045,0.02218519573189,0.023234796389527
0.52482958872596,0.617584509621849,0.621171972480582,0.0213918931356559,0.0239712402833204,0.092754920895889,0.096342383754622
0.657899273020451,0.681904760125409,0.68357445919754,0.0284777502440833,0.0348429495988639,0.024005487104958,0.025675186177089
0.407229733226612,0.670984908560381,0.675314487292942,0.0244584395083725,0.0256827854719786,0.263755175333769,0.26808475406633
0.789470353031447,0.834318356985583,0.834619014543254,0.02458671172785,0.0297646143615381,0.044848003954136,0.0451486615118071
0.69855658728934,0.71096645486905,0.711501551915232,0.0215281366050422,0.0244347332610299,0.01240986757971,0.012944964625892
0.730433109211261,0.792593685443662,0.793106118680106,0.0241610688679212,0.027669467350538,0.062160576232401,0.062673009468845
0.839764637245952,0.840052598317975,0.840051737954463,0.0200428430066613,0.0198637285828121,0.000287961072023002,0.000287100708511012
0.743926316692967,0.8017881305124,0.802139684046424,0.0250720579885988,0.0275541734610518,0.057861813819433,0.0582133673534569
0.597581255562841,0.645214790272581,0.6451995589248,0.0260690654565658,0.0260440658390668,0.04763353470974,0.0476183033619589
0.771139484730505,0.821201944733731,0.821683997242748,0.03139905204921,0.0403363992643568,0.050062460003226,0.050544512512243
0.815893825774,0.816895257105805,0.816915349796007,0.0287244795650977,0.0304883832699351,0.00100143133180497,0.00102152402200695
0.761607976424624,0.814208560432679,0.81458802473431,0.0267274911475111,0.0310276048701146,0.052600584008055,0.0529800483096861
0.707325960428831,0.776424873228418,0.776883210914569,0.0169131696026878,0.0184882311473069,0.069098912799587,0.069557250485738
