power_x,power_y,power_z,power_total_xyz
0.0139103244245818,0.0163530231887952,0.0267091136344019,0.0342679915394203
0.00950884776082444,0.013245474481108,0.0138920686050244,0.0214207924712164
0.010380944743349,0.0137246415649587,0.0149025576134111,0.0227643586176306
0.00971898136950696,0.0117653549756193,0.0180491769884226,0.0236358830281959
0.0100537717612523,0.0122973461431251,0.0147200873671229,0.0216560389011223
0.0105239011795138,0.0135957903214599,0.0166388878651325,0.023925939895639
0.00761159011705323,0.00912564050661221,0.0128370367244906,0.0174929451674629
0.00742444547888889,0.00803759105450475,0.010885489936693,0.0154343497365549
0.0100701348446572,0.0115624118542764,0.0160804466920622,0.0222188602204016
0.0108278031445422,0.0128339019424942,0.0166081834059978,0.02361741129027
0.0105241786514045,0.011859709435084,0.0183650850553221,0.0242628809761025
0.0111441185841164,0.0137407940461702,0.0222715286666649,0.0284433083375719
0.0102885622536531,0.0116901254238597,0.0196491333950744,0.025071936280437
0.00932954561570973,0.00998566511156129,0.0157874885757899,0.0208805824786225
0.00746544225436169,0.00966308980968223,0.0125395353599291,0.0175028020547027
0.00769707712133402,0.00741482854531334,0.0111206709454712,0.0154238127856118
0.00739771185260187,0.0089488802596185,0.0138984159721316,0.0181100680586661
0.00929842828124978,0.0118445730518854,0.015065518539308,0.0213008105043266
0.00731987006799776,0.00999801373029554,0.0134638285184595,0.0182979631308524
0.0102716082233378,0.0105306532278049,0.0193103117717221,0.0242752700009522
0.00961129776125477,0.0108813901951693,0.0148762285646427,0.0207866272767498
0.00860412950674334,0.00865302043425496,0.0151973259338837,0.0194901134615768
0.00924349851634854,0.0104567448023083,0.0161085155189851,0.021313611822207
0.0103562832536414,0.0111316520490887,0.019368281337627,0.024623090832491
0.00841683041348565,0.009303974888836,0.0147544965337002,0.0193675540764558
0.00789803476267418,0.00694041379484885,0.0128605436399922,0.0166114984114102
0.00858384747216085,0.00867802526314872,0.0127352451940468,0.0176402106009442
0.00593352164250839,0.00563931637448557,0.00887419887981151,0.0120731095419575
0.00606044979791687,0.00628799118658527,0.00823048785314627,0.0120003672950636
0.00799327045026155,0.0094619607928977,0.0143616122540116,0.018965151754519
