power_x;power_y;power_z;power_total_xyz
0,00633834853815281;0,00262159313360948;0,0180421178567674;0,0193019540333816
0,00107432981406145;0,00223702595235625;0,00353955903913444;0,00432284025293729
0,00105860133816142;0,00215029612679398;0,00347828616163697;0,00422408390639883
0,00107532828028929;0,00229752039811022;0,00349150920455944;0,00431573486391897
0,00104097460406901;0,00217612073125701;0,00346211665692091;0,00421964232008501
0,00102767140723925;0,00211722032772673;0,00333013952399556;0,00407781310099835
0,00188109512773303;0,0039200990884582;0,00357427876075492;0,00562860234894023
0,00104458515200036;0,00211845698724212;0,003415508130927;0,00415267551573718
0,00100996159848065;0,00209315369370486;0,00342928539752186;0,00414262153153441
0,00101471971106952;0,00207854014878769;0,00336170068585801;0,00408056573816102
0,00100859436277369;0,00210096131592069;0,00333698428162265;0,00407022912566488
0,000972695575581703;0,00204829099848205;0,00323066179745118;0,00394699991724465
0,000980261871963962;0,00202030228824274;0,00329164196941285;0,00398465074106944
0,00753579336720666;0,0190930701388825;0,0129870061455285;0,0242898299217083
0,00798693034909646;0,0258790703599675;0,014047610151731;0,0305098785653512
0,00726595247445899;0,020887330704466;0,0132460615140165;0,0257785336074792
0,00515070602896531;0,0181359646194886;0,0112951159877048;0,0219777758304125
0,00812484165100282;0,029631885498502;0,0148203348751445;0,0341131062183089
0,00745563937667611;0,0282008468545127;0,0165497923909448;0,0335375901043903
0,00663962786536018;0,025096793952129;0,012927102180032;0,0290007533633021
0,00641093492710424;0,0231104702619573;0,0129296074090845;0,0272464432563487
0,00608879842202642;0,0233475569155815;0,0125009173284445;0,0271745250961814
0,00688088627502116;0,0257767001989526;0,0120935333996347;0,029292292828738
0,00846118268363096;0,0303205433110763;0,0136713160460087;0,0343195547977314
0,00603710891564894;0,0175221250666526;0,009781146703544;0,0209557243193137
0,00878047956356776;0,0260115253658272;0,0170646471972473;0,0323248891288095
0,00733625422238662;0,0242103640276758;0,0145402248212422;0,0291784250812194
0,00642964956249815;0,0230843310468668;0,0122185775259758;0,0268983339658082
0,00940932666202673;0,0289055607735137;0,016874069933912;0,0347678171301935
0,00581147070201753;0,0169475749015309;0,0106080962481532;0,0208212677993798
0,00955801975094238;0,029842237047417;0,0160766338314445;0,0352189296956051
0,00803527730646391;0,0277196453625557;0,0177025053592806;0,033857393821926
0,0066986835612752;0,0204410775242443;0,0131233073831634;0,0251978413456243
0,00657958791842041;0,0250691357960936;0,0134963913764166;0,0292216551024171
0,00663150022145937;0,0245825969848931;0,0128145850302464;0,0285042884353619
0,00735066839017217;0,0219996433030373;0,0139809423854649;0,0270828983166285
0,00500575555021288;0,0190080572531086;0,0119646905451842;0,0230112504877062
0,00726500020024813;0,0238255993292384;0,0136895937891663;0,0284226034947433
0,00793276912079773;0,0238130798926693;0,0143967489614833;0,0289354104957663
0,00677157328374346;0,0250075234800491;0,0126960876022132;0,0288517083678833
0,00709035606299115;0,02864696576679;0,0143604915762494;0,032819895110362
0,00710293587701075;0,0207667584440543;0,0140029468858594;0,02603444786883
0,00608771789099712;0,0220098494414284;0,0136615413620441;0,0266107401990541
0,00737163052741876;0,0294098927562639;0,0146881462867519;0,0336901227351392
0,00634233393023992;0,0210437071355825;0,0120868338949172;0,0250829496529845
0,0083412297643316;0,0254277449673961;0,0142909352295468;0,0303377184020718
0,00778471824298394;0,026841134845259;0,0135423324943155;0,0310554846571522
0,00785147961706026;0,0247083254204966;0,0131986790185361;0,0290921330448047
